year,category,nominee,winner
1960,Film | Film From Any Source in 1960,North West Frontier,False
1960,Film | Film From Any Source in 1960,The Nun's Story,False
1960,Film | Film From Any Source in 1960,Ashes And Diamonds (Popiól I Diament),False
1960,Film | Film From Any Source in 1960,Sapphire,False
1960,Film | Film From Any Source in 1960,Some Like It Hot,False
1960,Film | Film From Any Source in 1960,Tiger Bay,False
1960,Film | Film From Any Source in 1960,Yesterday's Enemy,False
1960,Film | Foreign Actor in 1960,Jack Lemmon,True
1960,Film | Foreign Actor in 1960,Zbigniew Cybulski,False
1960,Film | Foreign Actor in 1960,Jean Desailly,False
1960,Film | Foreign Actor in 1960,Jean Gabin,False
1960,Film | Foreign Actor in 1960,Takashi Shimura,False
1960,Film | Foreign Actor in 1960,James Stewart,False
1960,Film | Foreign Actress in 1960,Shirley MacLaine,True
1960,Film | Foreign Actress in 1960,Ava Gardner,False
1960,Film | Foreign Actress in 1960,Susan Hayward,False
1960,Film | Foreign Actress in 1960,Ella Lambetti,False
1960,Film | Foreign Actress in 1960,Rosalind Russell,False
1960,Film | Most Promising Newcomer To Film in 1960,Hayley Mills,True
1960,Film | Most Promising Newcomer To Film in 1960,Gerry Duggan,False
1960,Film | Most Promising Newcomer To Film in 1960,Liz Fraser,False
1960,Film | Most Promising Newcomer To Film in 1960,Joseph N Welch,False
1960,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1960",The Savage Eye,True
1960,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1960",This Is The BBC,False
1960,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1960",We Are The Lambeth Boys,False
1960,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1960",White Wilderness,False
1960,Film | Short Film in 1960,Seven Cities of Antarctica,True
1960,Film | Short Film in 1960,Rodin,False
1960,Film | Specialised Film in 1960,This Is The BBC,True
1960,Film | Specialised Film in 1960,Coupe Des Alpes: The Story Of The 1958 Alpine Rally,False
1960,Film | Specialised Film in 1960,Hazard,False
1960,Film | Specialised Film in 1960,"High Speed Flight Parts I, II And III",False
1960,Film | Specialised Film in 1960,Tribute To Fangio,False
1960,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1960,On The Beach,True
1960,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1960,The Nun's Story,False
1961,Film | Animated Film in 1961,Universe,True
1961,Film | Animated Film in 1961,The Interview,False
1961,Film | Animated Film in 1961,Piccolo,False
1961,Film | British Actor in 1961,Peter Finch,True
1961,Film | British Actor in 1961,Richard Attenborough,False
1961,Film | British Actor in 1961,Albert Finney,False
1961,Film | British Actor in 1961,John Fraser,False
1961,Film | British Actor in 1961,Alec Guinness,False
1961,Film | British Actor in 1961,John Mills,False
1961,Film | British Actor in 1961,Laurence Olivier,False
1961,Film | British Actress in 1961,Rachel Roberts,True
1961,Film | British Actress in 1961,Wendy Hiller,False
1961,Film | British Actress in 1961,Hayley Mills,False
1961,Film | British Film in 1961,Saturday Night And Sunday Morning,True
1961,Film | British Film in 1961,The Angry Silence,False
1961,Film | British Film in 1961,The Trials Of Oscar Wilde,False
1961,Film | British Film in 1961,Tunes Of Glory,False
1961,Film | British Screenplay in 1961,The Angry Silence,True
1961,Film | British Screenplay in 1961,The Day They Robbed The Bank Of England,False
1961,Film | British Screenplay in 1961,The Entertainer,False
1961,Film | British Screenplay in 1961,Hell Is A City,False
1961,Film | British Screenplay in 1961,The League Of Gentlemen,False
1961,Film | British Screenplay in 1961,The Millionairess,False
1961,Film | British Screenplay in 1961,Saturday Night And Sunday Morning,False
1961,Film | British Screenplay in 1961,A Touch Of Larceny,False
1961,Film | British Screenplay in 1961,The Trials Of Oscar Wilde,False
1961,Film | British Screenplay in 1961,Tunes Of Glory,False
1961,Film | Film From Any Source in 1961,The Apartment,True
1961,Film | Film From Any Source in 1961,The Angry Silence,False
1961,Film | Film From Any Source in 1961,The Adventure (L'Avventura),False
1961,Film | Film From Any Source in 1961,The Sweet Life (La Dolce Vita),False
1961,Film | Film From Any Source in 1961,Elmer Gantry,False
1961,Film | Film From Any Source in 1961,"Hiroshima, My Love (Hiroshima, Mon Amour)",False
1961,Film | Film From Any Source in 1961,Inherit The Wind,False
1961,Film | Film From Any Source in 1961,Let's Make Love,False
1961,Film | Film From Any Source in 1961,Never On A Sunday,False
1961,Film | Film From Any Source in 1961,Black Orpheus (Orfeu Negro),False
1961,Film | Film From Any Source in 1961,The Four Hundred Blows (Les Quatre Cents Coups),False
1961,Film | Film From Any Source in 1961,Saturday Night And Sunday Morning,False
1961,Film | Film From Any Source in 1961,Shadows,False
1961,Film | Film From Any Source in 1961,Spartacus,False
1961,Film | Film From Any Source in 1961,"The Testament Of Orpheus (Le Testament D'Orphée, ou ne me demandez pas pourquoi!)",False
1961,Film | Film From Any Source in 1961,The Trials Of Oscar Wilde,False
1961,Film | Film From Any Source in 1961,Tunes Of Glory,False
1961,Film | Foreign Actor in 1961,Jack Lemmon,True
1961,Film | Foreign Actor in 1961,George Hamilton,False
1961,Film | Foreign Actor in 1961,Burt Lancaster,False
1961,Film | Foreign Actor in 1961,Fredric March,False
1961,Film | Foreign Actor in 1961,Yves Montand,False
1961,Film | Foreign Actor in 1961,Spencer Tracy,False
1961,Film | Foreign Actress in 1961,Shirley MacLaine,True
1961,Film | Foreign Actress in 1961,Pier Angeli,False
1961,Film | Foreign Actress in 1961,Melina Mercouri,False
1961,Film | Foreign Actress in 1961,Emmanuelle Riva,False
1961,Film | Foreign Actress in 1961,Jean Simmons,False
1961,Film | Foreign Actress in 1961,Monica Vitti,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Albert Finney,True
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Lelia Goldoni,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Jean-Pierre Léaud,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,George Peppard,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Joan Plowright,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Anthony Ray,False
1961,Film | Most Promising Newcomer To Leading Film Roles in 1961,Billie Whitelaw,False
1961,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1961",Category not awarded this year,True
1961,Film | Short Film in 1961,High Journey,True
1961,Film | Short Film in 1961,Return To Life,False
1961,Film | Short Film in 1961,Seawards The Great Ships,False
1961,Film | Specialised Film in 1961,Dispute,True
1961,Film | Specialised Film in 1961,Heroic Days,False
1961,Film | Specialised Film in 1961,Outline Of Detergency,False
1961,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1961,"Hiroshima, My Love (Hiroshima, Mon Amour)",True
1961,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1961,Night And Fog (Nuit Et Brouillard),False
1961,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1961,Return To Life,False
1961,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1961,Shadows,False
1961,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1961,Unseen Enemies,False
1962,Film | Animated Film in 1962,One Hundred And One Dalmatians,True
1962,Film | Animated Film in 1962,Do It Yourself Cartoon Kit,False
1962,Film | Animated Film in 1962,For Better...For Worse,False
1962,Film | British Actor in 1962,Peter Finch,True
1962,Film | British Actor in 1962,Dirk Bogarde,False
1962,Film | British Actress in 1962,Dora Bryan,True
1962,Film | British Actress in 1962,Deborah Kerr,False
1962,Film | British Actress in 1962,Hayley Mills,False
1962,Film | British Film in 1962,A Taste Of Honey,True
1962,Film | British Film in 1962,The Innocents,False
1962,Film | British Film in 1962,The Long And The Short And The Tall,False
1962,Film | British Film in 1962,The Sundowners,False
1962,Film | British Film in 1962,Whistle Down The Wind,False
1962,Film | British Screenplay in 1962,The Day The Earth Caught Fire,True
1962,Film | British Screenplay in 1962,A Taste Of Honey,True
1962,Film | British Screenplay in 1962,Flame In The Streets,False
1962,Film | British Screenplay in 1962,The Guns Of Navarone,False
1962,Film | British Screenplay in 1962,Victim,False
1962,Film | British Screenplay in 1962,Whistle Down The Wind,False
1962,Film | Film From Any Source in 1962,Ballad Of A Soldier (Ballada O Soldate),True
1962,Film | Film From Any Source in 1962,The Hustler,True
1962,Film | Film From Any Source in 1962,The Innocents,False
1962,Film | Film From Any Source in 1962,Judgment At Nuremberg,False
1962,Film | Film From Any Source in 1962,The Long And The Short And The Tall,False
1962,Film | Film From Any Source in 1962,Rocco And His Brothers (Rocco E I Suoi Fratelli),False
1962,Film | Film From Any Source in 1962,The Sundowners,False
1962,Film | Film From Any Source in 1962,A Taste Of Honey,False
1962,Film | Film From Any Source in 1962,The Night Watch (Le Trou),False
1962,Film | Film From Any Source in 1962,Whistle Down The Wind,False
1962,Film | Film From Any Source in 1962,World Of Apu (Apur Sansar),False
1962,Film | Foreign Actor in 1962,Paul Newman,True
1962,Film | Foreign Actor in 1962,Montgomery Clift,False
1962,Film | Foreign Actor in 1962,Vladimir Ivashov,False
1962,Film | Foreign Actor in 1962,Phillipe Leroy,False
1962,Film | Foreign Actor in 1962,Sidney Poitier,False
1962,Film | Foreign Actor in 1962,Maximilian Schell,False
1962,Film | Foreign Actor in 1962,Alberto Sordi,False
1962,Film | Foreign Actress in 1962,Sophia Loren,True
1962,Film | Foreign Actress in 1962,Annie Girardot,False
1962,Film | Foreign Actress in 1962,Piper Laurie,False
1962,Film | Foreign Actress in 1962,Claudia McNeil,False
1962,Film | Foreign Actress in 1962,Jean Seberg,False
1962,Film | Most Promising Newcomer To Leading Film Roles in 1962,Rita Tushingham,True
1962,Film | Most Promising Newcomer To Leading Film Roles in 1962,Anthony Hancock,False
1962,Film | Most Promising Newcomer To Leading Film Roles in 1962,Murray Melvin,False
1962,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1962",Volcano (Les Rendez-vous Du Diable),True
1962,Film | Short Film in 1962,Terminus,True
1962,Film | Short Film in 1962,Eyes Of A Child,False
1962,Film | Short Film in 1962,Let My People Go,False
1962,Film | Specialised Film in 1962,No winner awarded this year,True
1962,Film | Specialised Film in 1962,Mr Marsh Comes To School,False
1962,Film | Specialised Film in 1962,O For Oxygen,False
1962,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1962,Let My People Go,True
1962,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1962,The Best Of Enemies,False
1962,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1962,Take A Giant Step,False
1963,Film | Animated Film in 1963,The Apple,True
1963,Film | Animated Film in 1963,Four Line Conics,False
1963,Film | Animated Film in 1963,The Travelling Tune,False
1963,Film | British Actor in 1963,Peter O'Toole,True
1963,Film | British Actor in 1963,Richard Attenborough,False
1963,Film | British Actor in 1963,Alan Bates,False
1963,Film | British Actor in 1963,James Mason,False
1963,Film | British Actor in 1963,Laurence Olivier,False
1963,Film | British Actor in 1963,Peter Sellers,False
1963,Film | British Actress in 1963,Leslie Caron,True
1963,Film | British Actress in 1963,Virginia Maskell,False
1963,Film | British Actress in 1963,Janet Munro,False
1963,Film | British Film in 1963,Lawrence Of Arabia,True
1963,Film | British Film in 1963,Billy Budd,False
1963,Film | British Film in 1963,A Kind Of Loving,False
1963,Film | British Film in 1963,The L-Shaped Room,False
1963,Film | British Film in 1963,Only Two Can Play,False
1963,Film | British Screenplay in 1963,Lawrence Of Arabia,True
1963,Film | British Screenplay in 1963,Billy Budd,False
1963,Film | British Screenplay in 1963,A Kind Of Loving,False
1963,Film | British Screenplay in 1963,Only Two Can Play,False
1963,Film | British Screenplay in 1963,Tiara Tahiti,False
1963,Film | British Screenplay in 1963,Waltz Of The Toreadors,False
1963,Film | Film From Any Source in 1963,Lawrence Of Arabia,True
1963,Film | Film From Any Source in 1963,Billy Budd,False
1963,Film | Film From Any Source in 1963,The Island,False
1963,Film | Film From Any Source in 1963,Jules Et Jim,False
1963,Film | Film From Any Source in 1963,A Kind Of Loving,False
1963,Film | Film From Any Source in 1963,The Lady With The Little Dog,False
1963,Film | Film From Any Source in 1963,Last Year At Marienbad,False
1963,Film | Film From Any Source in 1963,The Long Absence (Une Aussi Longue Absence),False
1963,Film | Film From Any Source in 1963,Lola,False
1963,Film | Film From Any Source in 1963,The L-Shaped Room,False
1963,Film | Film From Any Source in 1963,The Manchurian Candidate,False
1963,Film | Film From Any Source in 1963,The Miracle Worker,False
1963,Film | Film From Any Source in 1963,Only Two Can Play,False
1963,Film | Film From Any Source in 1963,Phaedra,False
1963,Film | Film From Any Source in 1963,Thou Shalt Not Kill (Tu Ne Tueras Point),False
1963,Film | Film From Any Source in 1963,Through A Glass Darkly (Såsom I En Spegel),False
1963,Film | Film From Any Source in 1963,The Vanishing Corporal (Le Caporal Épinglé),False
1963,Film | Film From Any Source in 1963,West Side Story,False
1963,Film | Foreign Actor in 1963,Burt Lancaster,True
1963,Film | Foreign Actor in 1963,Jean-Paul Belmondo,False
1963,Film | Foreign Actor in 1963,Franco Citti,False
1963,Film | Foreign Actor in 1963,Kirk Douglas,False
1963,Film | Foreign Actor in 1963,George Hamilton,False
1963,Film | Foreign Actor in 1963,Charles Laughton,False
1963,Film | Foreign Actor in 1963,Anthony Quinn,False
1963,Film | Foreign Actor in 1963,Robert Ryan,False
1963,Film | Foreign Actor in 1963,George Wilson,False
1963,Film | Foreign Actress in 1963,Anne Bancroft,True
1963,Film | Foreign Actress in 1963,Anouk Aimée,False
1963,Film | Foreign Actress in 1963,Harriet Andersson,False
1963,Film | Foreign Actress in 1963,Melina Mercouri,False
1963,Film | Foreign Actress in 1963,Jeanne Moreau,False
1963,Film | Foreign Actress in 1963,Geraldine Page,False
1963,Film | Foreign Actress in 1963,Natalie Wood,False
1963,Film | Most Promising Newcomer To Leading Film Roles in 1963,Tom Courtenay,True
1963,Film | Most Promising Newcomer To Leading Film Roles in 1963,Mariette Hartley,False
1963,Film | Most Promising Newcomer To Leading Film Roles in 1963,Ian Hendry,False
1963,Film | Most Promising Newcomer To Leading Film Roles in 1963,Sarah Miles,False
1963,Film | Most Promising Newcomer To Leading Film Roles in 1963,Terence Stamp,False
1963,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1963",Category not awarded this year,True
1963,Film | Short Film in 1963,Incident At Owl Creek (La Rivière Du Hibou),True
1963,Film | Short Film in 1963,Lonely Boy,False
1963,Film | Short Film in 1963,Pan,False
1963,Film | Short Film in 1963,Zoo,False
1963,Film | Specialised Film in 1963,Four Line Conics,True
1963,Film | Specialised Film in 1963,What's The Time?,False
1963,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1963,Reach For The Sky,True
1963,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1963,Food Or Famine,False
1963,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1963,Thou Shalt Not Kill (Tu Ne Tueras Point),False
1964,Film | Animated Film in 1964,Automania 2000,True
1964,Film | Animated Film in 1964,The Critic,True
1964,Film | British Actor in 1964,Dirk Bogarde,True
1964,Film | British Actor in 1964,Tom Courtenay,False
1964,Film | British Actor in 1964,Albert Finney,False
1964,Film | British Actor in 1964,Hugh Griffith,False
1964,Film | British Actor in 1964,Richard Harris,False
1964,Film | British Actress in 1964,Rachel Roberts,True
1964,Film | British Actress in 1964,Julie Christie,False
1964,Film | British Actress in 1964,Edith Evans,False
1964,Film | British Actress in 1964,Sarah Miles,False
1964,Film | British Actress in 1964,Barbara Windsor,False
1964,Film | British Cinematography - Black and White in 1964,The Servant,True
1964,Film | British Cinematography - Black and White in 1964,Billy Liar,False
1964,Film | British Cinematography - Black and White in 1964,Heaven's Above!,False
1964,Film | British Cinematography - Black and White in 1964,"Station Six, Sahara",False
1964,Film | British Cinematography - Black and White in 1964,The Victors,False
1964,Film | British Cinematography - Colour in 1964,From Russia With Love,True
1964,Film | British Cinematography - Colour in 1964,Nine Hours To Rama,False
1964,Film | British Cinematography - Colour in 1964,The Running Man,False
1964,Film | British Cinematography - Colour in 1964,Sammy Going South,False
1964,Film | British Cinematography - Colour in 1964,The Scarlet Blade,False
1964,Film | British Cinematography - Colour in 1964,Tamahine,False
1964,Film | British Cinematography - Colour in 1964,The VIPs,False
1964,Film | British Film in 1964,Tom Jones,True
1964,Film | British Film in 1964,Billy Liar,False
1964,Film | British Film in 1964,The Servant,False
1964,Film | British Film in 1964,This Sporting Life,False
1964,Film | British Screenplay in 1964,Tom Jones,True
1964,Film | British Screenplay in 1964,Billy Liar,False
1964,Film | British Screenplay in 1964,The Servant,False
1964,Film | British Screenplay in 1964,This Sporting Life,False
1964,Film | Film From Any Source in 1964,Tom Jones,True
1964,Film | Film From Any Source in 1964,Billy Liar,False
1964,Film | Film From Any Source in 1964,David And Lisa,False
1964,Film | Film From Any Source in 1964,Days Of Wine And Roses,False
1964,Film | Film From Any Source in 1964,"Divorce, Italian Style (Divorzio All'Italiana)",False
1964,Film | Film From Any Source in 1964,8½,False
1964,Film | Film From Any Source in 1964,The Four Days Of Naples (Le Quattro Giornate Di Napoli),False
1964,Film | Film From Any Source in 1964,Hud,False
1964,Film | Film From Any Source in 1964,Knife In The Water (Nóz W Wodzie),False
1964,Film | Film From Any Source in 1964,The Servant,False
1964,Film | Film From Any Source in 1964,This Sporting Life,False
1964,Film | Film From Any Source in 1964,To Kill A Mockingbird,False
1964,Film | Foreign Actor in 1964,Marcello Mastroianni,True
1964,Film | Foreign Actor in 1964,Howard Da Silva,False
1964,Film | Foreign Actor in 1964,Jack Lemmon,False
1964,Film | Foreign Actor in 1964,Paul Newman,False
1964,Film | Foreign Actor in 1964,Gregory Peck,False
1964,Film | Foreign Actress in 1964,Patricia Neal,True
1964,Film | Foreign Actress in 1964,Joan Crawford,False
1964,Film | Foreign Actress in 1964,Bette Davis,False
1964,Film | Foreign Actress in 1964,Lee Remick,False
1964,Film | Foreign Actress in 1964,Daniela Rocca,False
1964,Film | Most Promising Newcomer To Leading Film Roles in 1964,James Fox,True
1964,Film | Most Promising Newcomer To Leading Film Roles in 1964,Wendy Craig,False
1964,Film | Most Promising Newcomer To Leading Film Roles in 1964,Keir Dullea,False
1964,Film | Most Promising Newcomer To Leading Film Roles in 1964,Janet Margolin,False
1964,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1964",Category not awarded this year,True
1964,Film | Short Film in 1964,Happy Anniversary,True
1964,Film | Short Film in 1964,Sailing,False
1964,Film | Short Film in 1964,Snow,False
1964,Film | Short Film in 1964,The War Game,False
1964,Film | Specialised Film in 1964,Category not awarded this year,True
1964,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1964,Inheritance,True
1964,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1964,War Hunt,False
1965,Film | Animated Film in 1965,The Insects,True
1965,Film | British Actor in 1965,Richard Attenborough,True
1965,Film | British Actor in 1965,Tom Courtenay,False
1965,Film | British Actor in 1965,Peter O'Toole,False
1965,Film | British Actor in 1965,Peter Sellers,False
1965,Film | British Actress in 1965,Audrey Hepburn,True
1965,Film | British Actress in 1965,Edith Evans,False
1965,Film | British Actress in 1965,Deborah Kerr,False
1965,Film | British Actress in 1965,Rita Tushingham,False
1965,Film | British Art Direction - Black and White in 1965,Dr Strangelove,True
1965,Film | British Art Direction - Black and White in 1965,Guns At Batasi,False
1965,Film | British Art Direction - Black and White in 1965,King And Country,False
1965,Film | British Art Direction - Black and White in 1965,The Pumpkin Eater,False
1965,Film | British Art Direction - Colour in 1965,Becket,True
1965,Film | British Art Direction - Colour in 1965,The Chalk Garden,False
1965,Film | British Art Direction - Colour in 1965,Goldfinger,False
1965,Film | British Art Direction - Colour in 1965,Zulu,False
1965,Film | British Cinematography - Black and White in 1965,The Pumpkin Eater,True
1965,Film | British Cinematography - Black and White in 1965,Guns At Batasi,False
1965,Film | British Cinematography - Black and White in 1965,King And Country,False
1965,Film | British Cinematography - Black and White in 1965,Séance On A Wet Afternoon,False
1965,Film | British Cinematography - Colour in 1965,Becket,True
1965,Film | British Cinematography - Colour in 1965,The Chalk Garden,False
1965,Film | British Cinematography - Colour in 1965,Nothing But The Best,False
1965,Film | British Cinematography - Colour in 1965,Seventh Dawn,False
1965,Film | British Cinematography - Colour in 1965,The Yellow Rolls Royce,False
1965,Film | British Costume Design - Black and White in 1965,The Pumpkin Eater,True
1965,Film | British Costume Design - Black and White in 1965,Of Human Bondage,False
1965,Film | British Costume Design - Black and White in 1965,Psyche 59,False
1965,Film | British Costume Design - Colour in 1965,Becket,True
1965,Film | British Costume Design - Colour in 1965,The Long Ships,False
1965,Film | British Costume Design - Colour in 1965,Woman Of Straw,False
1965,Film | British Costume Design - Colour in 1965,The Yellow Rolls Royce,False
1965,Film | British Film in 1965,Dr Strangelove,True
1965,Film | British Film in 1965,Becket,False
1965,Film | British Film in 1965,King And Country,False
1965,Film | British Film in 1965,The Pumpkin Eater,False
1965,Film | British Screenplay in 1965,The Pumpkin Eater,True
1965,Film | British Screenplay in 1965,Becket,False
1965,Film | British Screenplay in 1965,Dr Strangelove,False
1965,Film | British Screenplay in 1965,Séance On A Wet Afternoon,False
1965,Film | Film in 1965,Dr Strangelove,True
1965,Film | Film in 1965,Becket,False
1965,Film | Film in 1965,The Pumpkin Eater,False
1965,Film | Film in 1965,The Train,False
1965,Film | Foreign Actor in 1965,Marcello Mastroianni,True
1965,Film | Foreign Actor in 1965,Cary Grant,False
1965,Film | Foreign Actor in 1965,Sterling Hayden,False
1965,Film | Foreign Actor in 1965,Sidney Poitier,False
1965,Film | Foreign Actress in 1965,Anne Bancroft,True
1965,Film | Foreign Actress in 1965,Ava Gardner,False
1965,Film | Foreign Actress in 1965,Shirley MacLaine,False
1965,Film | Foreign Actress in 1965,Kim Stanley,False
1965,Film | Most Promising Newcomer To Leading Film Roles in 1965,Julie Andrews,True
1965,Film | Most Promising Newcomer To Leading Film Roles in 1965,Elizabeth Ashley,False
1965,Film | Most Promising Newcomer To Leading Film Roles in 1965,The Beatles,False
1965,Film | Most Promising Newcomer To Leading Film Roles in 1965,Lynn Redgrave,False
1965,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1965",Nobody Waved Goodbye,True
1965,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1965",The Human Dutch,False
1965,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1965",The Life Of Billy Walker,False
1965,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1965",Portrait Of Queenie,False
1965,Film | Short Film in 1965,Kenojuak,True
1965,Film | Short Film in 1965,Mekong,False
1965,Film | Short Film in 1965,Muloorina,False
1965,Film | Short Film in 1965,23 Skidoo,False
1965,Film | Specialised Film in 1965,Driving Technique - Passenger Trains,True
1965,Film | Specialised Film in 1965,And Gladly Would He Learn,False
1965,Film | Specialised Film in 1965,The Circarc Gear,False
1965,Film | Specialised Film in 1965,Germany - A Regional Geography,False
1965,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965,Dr Strangelove,True
1965,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965,A Distant Trumpet,False
1965,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965,Lilies Of The Field,False
1965,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965,23 Skidoo,False
1966,Film | Animated Film in 1966,Be Careful Boys,True
1966,Film | Animated Film in 1966,The Bargain,False
1966,Film | Animated Film in 1966,"Birds, Bees And Storks",False
1966,Film | Animated Film in 1966,The Hoffnung Symphony Orchestra,False
1966,Film | British Actor in 1966,Dirk Bogarde,True
1966,Film | British Actor in 1966,Harry Andrews,False
1966,Film | British Actor in 1966,Michael Caine,False
1966,Film | British Actor in 1966,Rex Harrison,False
1966,Film | British Actress in 1966,Julie Christie,True
1966,Film | British Actress in 1966,Julie Andrews,False
1966,Film | British Actress in 1966,Maggie Smith,False
1966,Film | British Actress in 1966,Rita Tushingham,False
1966,Film | British Art Direction - Black and White in 1966,Darling,True
1966,Film | British Art Direction - Black and White in 1966,The Bedford Incident,False
1966,Film | British Art Direction - Black and White in 1966,The Hill,False
1966,Film | British Art Direction - Black and White in 1966,Rotten To The Core,False
1966,Film | British Art Direction - Colour in 1966,The Ipcress File,True
1966,Film | British Art Direction - Colour in 1966,Lord Jim,False
1966,Film | British Art Direction - Colour in 1966,Those Magnificent Men In Their Flying Machines,False
1966,Film | British Art Direction - Colour in 1966,Thunderball,False
1966,Film | British Cinematography - Black and White in 1966,The Hill,True
1966,Film | British Cinematography - Black and White in 1966,Darling,False
1966,Film | British Cinematography - Black and White in 1966,The Knack,False
1966,Film | British Cinematography - Black and White in 1966,Repulsion,False
1966,Film | British Cinematography - Colour in 1966,The Ipcress File,True
1966,Film | British Cinematography - Colour in 1966,Help!,False
1966,Film | British Cinematography - Colour in 1966,Lord Jim,False
1966,Film | British Cinematography - Colour in 1966,Those Magnificent Men In Their Flying Machines,False
1966,Film | British Costume Design - Black and White in 1966,Category not awarded this year,True
1966,Film | British Costume Design - Colour in 1966,Those Magnificent Men In Their Flying Machines,True
1966,Film | British Costume Design - Colour in 1966,The Amorous Adventures Of Moll Flanders,False
1966,Film | British Costume Design - Colour in 1966,Help!,False
1966,Film | British Costume Design - Colour in 1966,A Shot In The Dark,False
1966,Film | British Costume Design - Colour in 1966,Young Cassidy,False
1966,Film | British Film in 1966,The Ipcress File,True
1966,Film | British Film in 1966,Darling,False
1966,Film | British Film in 1966,The Hill,False
1966,Film | British Film in 1966,The Knack,False
1966,Film | British Screenplay in 1966,Darling,True
1966,Film | British Screenplay in 1966,The Hill,False
1966,Film | British Screenplay in 1966,The Ipcress File,False
1966,Film | British Screenplay in 1966,The Knack,False
1966,Film | Film in 1966,My Fair Lady,True
1966,Film | Film in 1966,Hamlet (Gamlet),False
1966,Film | Film in 1966,The Hill,False
1966,Film | Film in 1966,The Knack,False
1966,Film | Film in 1966,Zorba The Greek,False
1966,Film | Foreign Actor in 1966,Lee Marvin,True
1966,Film | Foreign Actor in 1966,Jack Lemmon,False
1966,Film | Foreign Actor in 1966,Anthony Quinn,False
1966,Film | Foreign Actor in 1966,Innokenti Smoktunovsky,False
1966,Film | Foreign Actor in 1966,Oskar Werner,False
1966,Film | Foreign Actress in 1966,Patricia Neal,True
1966,Film | Foreign Actress in 1966,Jane Fonda,False
1966,Film | Foreign Actress in 1966,Lila Kedrova,False
1966,Film | Foreign Actress in 1966,Simone Signoret,False
1966,Film | Most Promising Newcomer To Leading Film Roles in 1966,Judi Dench,True
1966,Film | Most Promising Newcomer To Leading Film Roles in 1966,Michael Crawford,False
1966,Film | Most Promising Newcomer To Leading Film Roles in 1966,Barbara Ferris,False
1966,Film | Most Promising Newcomer To Leading Film Roles in 1966,Tom Nardini,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Tokyo Olympiad,True
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Brute Force And Finesse,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Deckie Learner,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Stravinsky,False
1966,Film | Short Film in 1966,Rig Move,True
1966,Film | Short Film in 1966,One Of Them Is Brett,False
1966,Film | Short Film in 1966,60 Cycles,False
1966,Film | Specialised Film in 1966,I Do - And I Understand,True
1966,Film | Specialised Film in 1966,"Town Nurse, Country Nurse",False
1966,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966,Tokyo Olympiad,True
