year,category,nominee,winner,award_body
1948,FILM EDITING,Gentleman's Agreement,False,Oscars
1948,FILM EDITING,Green Dolphin Street,False,Oscars
1948,FILM EDITING,Odd Man Out,False,Oscars
1948,MUSIC (Music Score of a Dramatic or Comedy Picture),The Bishop's Wife,False,Oscars
1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Captain from Castile,False,Oscars
1948,MUSIC (Music Score of a Dramatic or Comedy Picture),A Double Life,True,Oscars
1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Forever Amber,False,Oscars
1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Life with Father,False,Oscars
1948,MUSIC (Scoring of a Musical Picture),Fiesta,False,Oscars
1948,MUSIC (Scoring of a Musical Picture),Mother Wore Tights,True,Oscars
1948,MUSIC (Scoring of a Musical Picture),My Wild Irish Rose,False,Oscars
1948,MUSIC (Scoring of a Musical Picture),Road to Rio,False,Oscars
1948,MUSIC (Scoring of a Musical Picture),Song of the South,False,Oscars
1948,MUSIC (Song),"The Time, the Place and the Girl",False,Oscars
1948,MUSIC (Song),The Perils of Pauline,False,Oscars
1948,MUSIC (Song),Good News,False,Oscars
1948,MUSIC (Song),Mother Wore Tights,False,Oscars
1948,MUSIC (Song),Song of the South,True,Oscars
1948,BEST MOTION PICTURE,The Bishop's Wife,False,Oscars
1948,BEST MOTION PICTURE,Crossfire,False,Oscars
1948,BEST MOTION PICTURE,Gentleman's Agreement,True,Oscars
1948,BEST MOTION PICTURE,Great Expectations,False,Oscars
1948,BEST MOTION PICTURE,Miracle on 34th Street,False,Oscars
1948,SHORT SUBJECT (Cartoon),Chip An' Dale,False,Oscars
1948,SHORT SUBJECT (Cartoon),Dr. Jekyll and Mr. Mouse,False,Oscars
1948,SHORT SUBJECT (Cartoon),Pluto's Blue Note,False,Oscars
1948,SHORT SUBJECT (Cartoon),Tubby the Tuba,False,Oscars
1948,SHORT SUBJECT (Cartoon),Tweetie Pie,True,Oscars
1948,SHORT SUBJECT (One-reel),"Brooklyn, U.S.A.",False,Oscars
1948,SHORT SUBJECT (One-reel),Good-bye Miss Turlock,True,Oscars
1948,SHORT SUBJECT (One-reel),Moon Rockets,False,Oscars
1948,SHORT SUBJECT (One-reel),Now You See It,False,Oscars
1948,SHORT SUBJECT (One-reel),So You Want to Be in Pictures,False,Oscars
1948,SHORT SUBJECT (Two-reel),Champagne for Two,False,Oscars
1948,SHORT SUBJECT (Two-reel),Climbing the Matterhorn,True,Oscars
1948,SHORT SUBJECT (Two-reel),Fight of the Wild Stallions,False,Oscars
1948,SHORT SUBJECT (Two-reel),Give Us the Earth,False,Oscars
1948,SHORT SUBJECT (Two-reel),A Voice Is Born: The Story of Niklos Gafni,False,Oscars
1948,SOUND RECORDING,The Bishop's Wife,True,Oscars
1948,SOUND RECORDING,Green Dolphin Street,False,Oscars
1948,SOUND RECORDING,T-Men,False,Oscars
1948,SPECIAL EFFECTS,Green Dolphin Street,True,Oscars
1948,SPECIAL EFFECTS,Unconquered,False,Oscars
1948,WRITING (Motion Picture Story),A Cage of Nightingales,False,Oscars
1948,WRITING (Motion Picture Story),It Happened on Fifth Avenue,False,Oscars
1948,WRITING (Motion Picture Story),Kiss of Death,False,Oscars
1948,WRITING (Motion Picture Story),Miracle on 34th Street,True,Oscars
1948,WRITING (Motion Picture Story),Smash-Up--The Story of a Woman,False,Oscars
1948,WRITING (Original Screenplay),The Bachelor and the Bobby-Soxer,True,Oscars
1948,WRITING (Original Screenplay),Body and Soul,False,Oscars
1948,WRITING (Original Screenplay),A Double Life,False,Oscars
1948,WRITING (Original Screenplay),Monsieur Verdoux,False,Oscars
1948,WRITING (Original Screenplay),Shoe-Shine,False,Oscars
1948,WRITING (Screenplay),Boomerang!,False,Oscars
1948,WRITING (Screenplay),Crossfire,False,Oscars
1948,WRITING (Screenplay),Gentleman's Agreement,False,Oscars
1948,WRITING (Screenplay),Great Expectations,False,Oscars
1948,WRITING (Screenplay),Miracle on 34th Street,True,Oscars
1948,SPECIAL AWARD,Song of the South,True,Oscars
1948,SPECIAL AWARD,Bill and Coo,True,Oscars
1948,SPECIAL AWARD,Shoe-Shine,True,Oscars
1948,SPECIAL AWARD,,True,Oscars
1949,ACTOR,Johnny Belinda,False,Oscars
1949,ACTOR,The Search,False,Oscars
1949,ACTOR,When My Baby Smiles at Me,False,Oscars
1949,ACTOR,Hamlet,True,Oscars
1949,ACTOR,Sitting Pretty,False,Oscars
1949,ACTOR IN A SUPPORTING ROLE,Johnny Belinda,False,Oscars
1949,ACTOR IN A SUPPORTING ROLE,Joan of Arc,False,Oscars
1949,ACTOR IN A SUPPORTING ROLE,I Remember Mama,False,Oscars
1949,ACTOR IN A SUPPORTING ROLE,The Treasure of the Sierra Madre,True,Oscars
1949,ACTOR IN A SUPPORTING ROLE,The Luck of the Irish,False,Oscars
1949,ACTRESS,Joan of Arc,False,Oscars
1949,ACTRESS,The Snake Pit,False,Oscars
1949,ACTRESS,I Remember Mama,False,Oscars
1949,ACTRESS,"Sorry, Wrong Number",False,Oscars
1949,ACTRESS,Johnny Belinda,True,Oscars
1949,ACTRESS IN A SUPPORTING ROLE,I Remember Mama,False,Oscars
1949,ACTRESS IN A SUPPORTING ROLE,I Remember Mama,False,Oscars
1949,ACTRESS IN A SUPPORTING ROLE,Johnny Belinda,False,Oscars
1949,ACTRESS IN A SUPPORTING ROLE,Hamlet,False,Oscars
1949,ACTRESS IN A SUPPORTING ROLE,Key Largo,True,Oscars
1949,ART DIRECTION (Black-and-White),Hamlet,True,Oscars
1949,ART DIRECTION (Black-and-White),Johnny Belinda,False,Oscars
1949,ART DIRECTION (Color),Joan of Arc,False,Oscars
1949,ART DIRECTION (Color),The Red Shoes,True,Oscars
1949,CINEMATOGRAPHY (Black-and-White),A Foreign Affair,False,Oscars
1949,CINEMATOGRAPHY (Black-and-White),I Remember Mama,False,Oscars
1949,CINEMATOGRAPHY (Black-and-White),Johnny Belinda,False,Oscars
1949,CINEMATOGRAPHY (Black-and-White),The Naked City,True,Oscars
1949,CINEMATOGRAPHY (Black-and-White),Portrait of Jennie,False,Oscars
1949,CINEMATOGRAPHY (Color),Green Grass of Wyoming,False,Oscars
1949,CINEMATOGRAPHY (Color),Joan of Arc,True,Oscars
1949,CINEMATOGRAPHY (Color),The Loves of Carmen,False,Oscars
1949,CINEMATOGRAPHY (Color),The Three Musketeers,False,Oscars
1949,COSTUME DESIGN (Black-and-White),B. F.'s Daughter,False,Oscars
1949,COSTUME DESIGN (Black-and-White),Hamlet,True,Oscars
1949,COSTUME DESIGN (Color),The Emperor Waltz,False,Oscars
1949,COSTUME DESIGN (Color),Joan of Arc,True,Oscars
1949,DIRECTING,Hamlet,False,Oscars
1949,DIRECTING,Johnny Belinda,False,Oscars
1949,DIRECTING,The Search,False,Oscars
1949,DIRECTING,The Snake Pit,False,Oscars
1949,DIRECTING,The Treasure of the Sierra Madre,True,Oscars
1949,DOCUMENTARY (Feature),The Quiet One,False,Oscars
1949,DOCUMENTARY (Feature),The Secret Land,True,Oscars
1949,DOCUMENTARY (Short Subject),Heart to Heart,False,Oscars
1949,DOCUMENTARY (Short Subject),Operation Vittles,False,Oscars
1949,DOCUMENTARY (Short Subject),Toward Independence,True,Oscars
1949,FILM EDITING,Joan of Arc,False,Oscars
1949,FILM EDITING,Johnny Belinda,False,Oscars
1949,FILM EDITING,The Naked City,True,Oscars
1949,FILM EDITING,Red River,False,Oscars
1949,FILM EDITING,The Red Shoes,False,Oscars
1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Hamlet,False,Oscars
1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Joan of Arc,False,Oscars
1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Johnny Belinda,False,Oscars
1949,MUSIC (Music Score of a Dramatic or Comedy Picture),The Red Shoes,True,Oscars
1949,MUSIC (Music Score of a Dramatic or Comedy Picture),The Snake Pit,False,Oscars
1949,MUSIC (Scoring of a Musical Picture),Easter Parade,True,Oscars
1949,MUSIC (Scoring of a Musical Picture),The Emperor Waltz,False,Oscars
1949,MUSIC (Scoring of a Musical Picture),The Pirate,False,Oscars
1949,MUSIC (Scoring of a Musical Picture),Romance on the High Seas,False,Oscars
1949,MUSIC (Scoring of a Musical Picture),When My Baby Smiles at Me,False,Oscars
1949,MUSIC (Song),The Paleface,True,Oscars
1949,MUSIC (Song),Casbah,False,Oscars
1949,MUSIC (Song),Romance on the High Seas,False,Oscars
1949,MUSIC (Song),That Lady in Ermine,False,Oscars
1949,MUSIC (Song),Wet Blanket Policy,False,Oscars
1949,BEST MOTION PICTURE,Hamlet,True,Oscars
1949,BEST MOTION PICTURE,Johnny Belinda,False,Oscars
1949,BEST MOTION PICTURE,The Red Shoes,False,Oscars
1949,BEST MOTION PICTURE,The Snake Pit,False,Oscars
1949,BEST MOTION PICTURE,The Treasure of the Sierra Madre,False,Oscars
1949,SHORT SUBJECT (Cartoon),The Little Orphan,True,Oscars
1949,SHORT SUBJECT (Cartoon),Mickey and the Seal,False,Oscars
1949,SHORT SUBJECT (Cartoon),Mouse Wreckers,False,Oscars
1949,SHORT SUBJECT (Cartoon),Robin Hoodlum,False,Oscars
1949,SHORT SUBJECT (Cartoon),Tea for Two Hundred,False,Oscars
1949,SHORT SUBJECT (One-reel),Annie Was a Wonder,False,Oscars
1949,SHORT SUBJECT (One-reel),Cinderella Horse,False,Oscars
1949,SHORT SUBJECT (One-reel),So You Want to Be on the Radio,False,Oscars
1949,SHORT SUBJECT (One-reel),Symphony of a City,True,Oscars
1949,SHORT SUBJECT (One-reel),You Can't Win,False,Oscars
1949,SHORT SUBJECT (Two-reel),Calgary Stampede,False,Oscars
1949,SHORT SUBJECT (Two-reel),Going to Blazes,False,Oscars
1949,SHORT SUBJECT (Two-reel),Samba-Mania,False,Oscars
1949,SHORT SUBJECT (Two-reel),Seal Island,True,Oscars
1949,SHORT SUBJECT (Two-reel),Snow Capers,False,Oscars
1949,SOUND RECORDING,Johnny Belinda,False,Oscars
1949,SOUND RECORDING,Moonrise,False,Oscars
1949,SOUND RECORDING,The Snake Pit,True,Oscars
1949,SPECIAL EFFECTS,Deep Waters,False,Oscars
1949,SPECIAL EFFECTS,Portrait of Jennie,True,Oscars
1949,WRITING (Motion Picture Story),Louisiana Story,False,Oscars
1949,WRITING (Motion Picture Story),The Naked City,False,Oscars
1949,WRITING (Motion Picture Story),Red River,False,Oscars
1949,WRITING (Motion Picture Story),The Red Shoes,False,Oscars
1949,WRITING (Motion Picture Story),The Search,True,Oscars
1949,WRITING (Screenplay),A Foreign Affair,False,Oscars
1949,WRITING (Screenplay),Johnny Belinda,False,Oscars
1949,WRITING (Screenplay),The Search,False,Oscars
1949,WRITING (Screenplay),The Snake Pit,False,Oscars
1949,WRITING (Screenplay),The Treasure of the Sierra Madre,True,Oscars
1949,SPECIAL FOREIGN LANGUAGE FILM AWARD,Monsieur Vincent,True,Oscars
1949,SPECIAL AWARD,The Search,True,Oscars
1949,SPECIAL AWARD,,True,Oscars
1949,SPECIAL AWARD,,True,Oscars
1949,SPECIAL AWARD,Joan of Arc,True,Oscars
1949,SPECIAL AWARD,,True,Oscars
1949,IRVING G. THALBERG MEMORIAL AWARD,,True,Oscars
1950,ACTOR,All the King's Men,True,Oscars
1950,ACTOR,Champion,False,Oscars
1950,ACTOR,Twelve O'Clock High,False,Oscars
1950,ACTOR,The Hasty Heart,False,Oscars
1950,ACTOR,Sands of Iwo Jima,False,Oscars
1950,ACTOR IN A SUPPORTING ROLE,All the King's Men,False,Oscars
1950,ACTOR IN A SUPPORTING ROLE,Twelve O'Clock High,True,Oscars
1950,ACTOR IN A SUPPORTING ROLE,Champion,False,Oscars
1950,ACTOR IN A SUPPORTING ROLE,The Heiress,False,Oscars
1950,ACTOR IN A SUPPORTING ROLE,Battleground,False,Oscars
1950,ACTRESS,Pinky,False,Oscars
1950,ACTRESS,The Heiress,True,Oscars
1950,ACTRESS,My Foolish Heart,False,Oscars
1950,ACTRESS,"Edward, My Son",False,Oscars
1950,ACTRESS,Come to the Stable,False,Oscars
1950,ACTRESS IN A SUPPORTING ROLE,Pinky,False,Oscars
1950,ACTRESS IN A SUPPORTING ROLE,Come to the Stable,False,Oscars
1950,ACTRESS IN A SUPPORTING ROLE,Come to the Stable,False,Oscars
1950,ACTRESS IN A SUPPORTING ROLE,All the King's Men,True,Oscars
1950,ACTRESS IN A SUPPORTING ROLE,Pinky,False,Oscars
1950,ART DIRECTION (Black-and-White),Come to the Stable,False,Oscars
1950,ART DIRECTION (Black-and-White),The Heiress,True,Oscars
1950,ART DIRECTION (Black-and-White),Madame Bovary,False,Oscars
1950,ART DIRECTION (Color),The Adventures of Don Juan,False,Oscars
1950,ART DIRECTION (Color),Little Women,True,Oscars
1950,ART DIRECTION (Color),Saraband,False,Oscars
1950,CINEMATOGRAPHY (Black-and-White),Battleground,True,Oscars
1950,CINEMATOGRAPHY (Black-and-White),Champion,False,Oscars
1950,CINEMATOGRAPHY (Black-and-White),Come to the Stable,False,Oscars
1950,CINEMATOGRAPHY (Black-and-White),The Heiress,False,Oscars
1950,CINEMATOGRAPHY (Black-and-White),Prince of Foxes,False,Oscars
1950,CINEMATOGRAPHY (Color),The Barkleys of Broadway,False,Oscars
1950,CINEMATOGRAPHY (Color),Jolson Sings Again,False,Oscars
1950,CINEMATOGRAPHY (Color),Little Women,False,Oscars
1950,CINEMATOGRAPHY (Color),Sand,False,Oscars
1950,CINEMATOGRAPHY (Color),She Wore a Yellow Ribbon,True,Oscars
1950,COSTUME DESIGN (Black-and-White),The Heiress,True,Oscars
1950,COSTUME DESIGN (Black-and-White),Prince of Foxes,False,Oscars
1950,COSTUME DESIGN (Color),The Adventures of Don Juan,True,Oscars
1950,COSTUME DESIGN (Color),Mother Is a Freshman,False,Oscars
1950,DIRECTING,All the King's Men,False,Oscars
1950,DIRECTING,Battleground,False,Oscars
1950,DIRECTING,The Fallen Idol,False,Oscars
1950,DIRECTING,The Heiress,False,Oscars
1950,DIRECTING,A Letter to Three Wives,True,Oscars
1950,DOCUMENTARY (Feature),Daybreak in Udi,True,Oscars
1950,DOCUMENTARY (Feature),Kenji Comes Home,False,Oscars
1950,DOCUMENTARY (Short Subject),A Chance to Live,True,Oscars
1950,DOCUMENTARY (Short Subject),1848,False,Oscars
1950,DOCUMENTARY (Short Subject),The Rising Tide,False,Oscars
1950,DOCUMENTARY (Short Subject),So Much for So Little,True,Oscars
1950,FILM EDITING,All the King's Men,False,Oscars
1950,FILM EDITING,Battleground,False,Oscars
1950,FILM EDITING,Champion,True,Oscars
1950,FILM EDITING,Sands of Iwo Jima,False,Oscars
1950,FILM EDITING,The Window,False,Oscars
1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Beyond the Forest,False,Oscars
1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Champion,False,Oscars
1950,MUSIC (Music Score of a Dramatic or Comedy Picture),The Heiress,True,Oscars
1950,MUSIC (Scoring of a Musical Picture),Jolson Sings Again,False,Oscars
1950,MUSIC (Scoring of a Musical Picture),Look for the Silver Lining,False,Oscars
1950,MUSIC (Scoring of a Musical Picture),On the Town,True,Oscars
1950,MUSIC (Song),Neptune's Daughter,True,Oscars
1950,MUSIC (Song),It's a Great Feeling,False,Oscars
1950,MUSIC (Song),So Dear to My Heart,False,Oscars
1950,MUSIC (Song),My Foolish Heart,False,Oscars
1950,MUSIC (Song),Come to the Stable,False,Oscars
1950,BEST MOTION PICTURE,All the King's Men,True,Oscars
1950,BEST MOTION PICTURE,Battleground,False,Oscars
1950,BEST MOTION PICTURE,The Heiress,False,Oscars
1950,BEST MOTION PICTURE,A Letter to Three Wives,False,Oscars
1950,BEST MOTION PICTURE,Twelve O'Clock High,False,Oscars
1950,SHORT SUBJECT (Cartoon),Canary Row,False,Oscars
1950,SHORT SUBJECT (Cartoon),For Scent-Imental Reasons,True,Oscars
1950,SHORT SUBJECT (Cartoon),Hatch Up Your Troubles,False,Oscars
1950,SHORT SUBJECT (Cartoon),The Magic Fluke,False,Oscars
1950,SHORT SUBJECT (Cartoon),Toy Tinkers,False,Oscars
1950,SHORT SUBJECT (One-reel),Aquatic House-Party,True,Oscars
1950,SHORT SUBJECT (One-reel),Roller Derby Girl,False,Oscars
1950,SHORT SUBJECT (One-reel),So You Think You're Not Guilty,False,Oscars
1950,SHORT SUBJECT (One-reel),Spills and Chills,False,Oscars
1950,SHORT SUBJECT (One-reel),Water Trix,False,Oscars
1950,SHORT SUBJECT (Two-reel),The Boy and the Eagle,False,Oscars
1950,SHORT SUBJECT (Two-reel),Chase of Death,False,Oscars
1950,SHORT SUBJECT (Two-reel),The Grass Is Always Greener,False,Oscars
1950,SHORT SUBJECT (Two-reel),Snow Carnival,False,Oscars
1950,SHORT SUBJECT (Two-reel),Van Gogh,True,Oscars
1950,SOUND RECORDING,"Once More, My Darling",False,Oscars
1950,SOUND RECORDING,Sands of Iwo Jima,False,Oscars
1950,SOUND RECORDING,Twelve O'Clock High,True,Oscars
1950,SPECIAL EFFECTS,Mighty Joe Young,True,Oscars
1950,SPECIAL EFFECTS,Tulsa,False,Oscars
1950,WRITING (Motion Picture Story),Come to the Stable,False,Oscars
1950,WRITING (Motion Picture Story),It Happens Every Spring,False,Oscars
1950,WRITING (Motion Picture Story),Sands of Iwo Jima,False,Oscars
1950,WRITING (Motion Picture Story),The Stratton Story,True,Oscars
1950,WRITING (Motion Picture Story),White Heat,False,Oscars
1950,WRITING (Screenplay),All the King's Men,False,Oscars
1950,WRITING (Screenplay),The Bicycle Thief,False,Oscars
1950,WRITING (Screenplay),Champion,False,Oscars
1950,WRITING (Screenplay),The Fallen Idol,False,Oscars
1950,WRITING (Screenplay),A Letter to Three Wives,True,Oscars
1950,WRITING (Story and Screenplay),Battleground,True,Oscars
1950,WRITING (Story and Screenplay),Jolson Sings Again,False,Oscars
1950,WRITING (Story and Screenplay),Paisan,False,Oscars
1950,WRITING (Story and Screenplay),Passport to Pimlico,False,Oscars
1950,WRITING (Story and Screenplay),The Quiet One,False,Oscars
1950,SPECIAL FOREIGN LANGUAGE FILM AWARD,The Bicycle Thief,True,Oscars
1950,SPECIAL AWARD,,True,Oscars
1950,SPECIAL AWARD,,True,Oscars
1950,SPECIAL AWARD,,True,Oscars
1950,SPECIAL AWARD,,True,Oscars
1951,ACTOR,The Magnificent Yankee,False,Oscars
1951,ACTOR,Cyrano de Bergerac,True,Oscars
1951,ACTOR,Sunset Blvd.,False,Oscars
1951,ACTOR,Harvey,False,Oscars
1951,ACTOR,Father of the Bride,False,Oscars
1951,ACTOR IN A SUPPORTING ROLE,Broken Arrow,False,Oscars
1951,ACTOR IN A SUPPORTING ROLE,Mister 880,False,Oscars
1951,ACTOR IN A SUPPORTING ROLE,The Asphalt Jungle,False,Oscars
1951,ACTOR IN A SUPPORTING ROLE,All about Eve,True,Oscars
1951,ACTOR IN A SUPPORTING ROLE,Sunset Blvd.,False,Oscars
1951,ACTRESS,All about Eve,False,Oscars
1951,ACTRESS,All about Eve,False,Oscars
1951,ACTRESS,Born Yesterday,True,Oscars
1951,ACTRESS,Caged,False,Oscars
1951,ACTRESS,Sunset Blvd.,False,Oscars
1951,ACTRESS IN A SUPPORTING ROLE,Caged,False,Oscars
1951,ACTRESS IN A SUPPORTING ROLE,All about Eve,False,Oscars
1951,ACTRESS IN A SUPPORTING ROLE,Harvey,True,Oscars
1951,ACTRESS IN A SUPPORTING ROLE,Sunset Blvd.,False,Oscars
1951,ACTRESS IN A SUPPORTING ROLE,All about Eve,False,Oscars
1951,ART DIRECTION (Black-and-White),All about Eve,False,Oscars
1951,ART DIRECTION (Black-and-White),The Red Danube,False,Oscars
1951,ART DIRECTION (Black-and-White),Sunset Blvd.,True,Oscars
1951,ART DIRECTION (Color),Annie Get Your Gun,False,Oscars
1951,ART DIRECTION (Color),Destination Moon,False,Oscars
1951,ART DIRECTION (Color),Samson and Delilah,True,Oscars
1951,CINEMATOGRAPHY (Black-and-White),All about Eve,False,Oscars
1951,CINEMATOGRAPHY (Black-and-White),The Asphalt Jungle,False,Oscars
1951,CINEMATOGRAPHY (Black-and-White),The Furies,False,Oscars
1951,CINEMATOGRAPHY (Black-and-White),Sunset Blvd.,False,Oscars
1951,CINEMATOGRAPHY (Black-and-White),The Third Man,True,Oscars
1951,CINEMATOGRAPHY (Color),Annie Get Your Gun,False,Oscars
1951,CINEMATOGRAPHY (Color),Broken Arrow,False,Oscars
1951,CINEMATOGRAPHY (Color),The Flame and the Arrow,False,Oscars
1951,CINEMATOGRAPHY (Color),King Solomon's Mines,True,Oscars
1951,CINEMATOGRAPHY (Color),Samson and Delilah,False,Oscars
1951,COSTUME DESIGN (Black-and-White),All about Eve,True,Oscars
1951,COSTUME DESIGN (Black-and-White),Born Yesterday,False,Oscars
1951,COSTUME DESIGN (Black-and-White),The Magnificent Yankee,False,Oscars
1951,COSTUME DESIGN (Color),The Black Rose,False,Oscars
1951,COSTUME DESIGN (Color),Samson and Delilah,True,Oscars
1951,COSTUME DESIGN (Color),That Forsyte Woman,False,Oscars
1951,DIRECTING,All about Eve,True,Oscars
1951,DIRECTING,The Asphalt Jungle,False,Oscars
1951,DIRECTING,Born Yesterday,False,Oscars
1951,DIRECTING,Sunset Blvd.,False,Oscars
1951,DIRECTING,The Third Man,False,Oscars
1951,DOCUMENTARY (Feature),The Titan: Story of Michelangelo,True,Oscars
1951,DOCUMENTARY (Feature),With These Hands,False,Oscars
1951,DOCUMENTARY (Short Subject),The Fight: Science against Cancer,False,Oscars
1951,DOCUMENTARY (Short Subject),The Stairs,False,Oscars
1951,DOCUMENTARY (Short Subject),Why Korea?,True,Oscars
1951,FILM EDITING,All about Eve,False,Oscars
1951,FILM EDITING,Annie Get Your Gun,False,Oscars
1951,FILM EDITING,King Solomon's Mines,True,Oscars
1951,FILM EDITING,Sunset Blvd.,False,Oscars
1951,FILM EDITING,The Third Man,False,Oscars
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),All about Eve,False,Oscars
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),The Flame and the Arrow,False,Oscars
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),No Sad Songs for Me,False,Oscars
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Samson and Delilah,False,Oscars
1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Sunset Blvd.,True,Oscars
1951,MUSIC (Scoring of a Musical Picture),Annie Get Your Gun,True,Oscars
1951,MUSIC (Scoring of a Musical Picture),Cinderella,False,Oscars
1951,MUSIC (Scoring of a Musical Picture),I'll Get By,False,Oscars
1951,MUSIC (Scoring of a Musical Picture),Three Little Words,False,Oscars
1951,MUSIC (Scoring of a Musical Picture),The West Point Story,False,Oscars
1951,MUSIC (Song),The Toast of New Orleans,False,Oscars
1951,MUSIC (Song),Cinderella,False,Oscars
1951,MUSIC (Song),"Captain Carey, U.S.A.",True,Oscars
1951,MUSIC (Song),Singing Guns,False,Oscars
1951,MUSIC (Song),Wabash Avenue,False,Oscars
1951,BEST MOTION PICTURE,All about Eve,True,Oscars
1951,BEST MOTION PICTURE,Born Yesterday,False,Oscars
1951,BEST MOTION PICTURE,Father of the Bride,False,Oscars
1951,BEST MOTION PICTURE,King Solomon's Mines,False,Oscars
1951,BEST MOTION PICTURE,Sunset Blvd.,False,Oscars
1951,SHORT SUBJECT (Cartoon),Gerald McBoing-Boing,True,Oscars
1951,SHORT SUBJECT (Cartoon),Jerry's Cousin,False,Oscars
1951,SHORT SUBJECT (Cartoon),Trouble Indemnity,False,Oscars
1951,SHORT SUBJECT (One-reel),Blaze Busters,False,Oscars
1951,SHORT SUBJECT (One-reel),Grandad of Races,True,Oscars
1951,SHORT SUBJECT (One-reel),Wrong Way Butch,False,Oscars
1951,SHORT SUBJECT (Two-reel),Grandma Moses,False,Oscars
1951,SHORT SUBJECT (Two-reel),In Beaver Valley,True,Oscars
1951,SHORT SUBJECT (Two-reel),My Country 'Tis of Thee,False,Oscars
1951,SOUND RECORDING,All about Eve,True,Oscars
1951,SOUND RECORDING,Cinderella,False,Oscars
1951,SOUND RECORDING,Louisa,False,Oscars
1951,SOUND RECORDING,Our Very Own,False,Oscars
1951,SOUND RECORDING,Trio,False,Oscars
1951,SPECIAL EFFECTS,Destination Moon,True,Oscars
1951,SPECIAL EFFECTS,Samson and Delilah,False,Oscars
1951,WRITING (Motion Picture Story),Bitter Rice,False,Oscars
1951,WRITING (Motion Picture Story),The Gunfighter,False,Oscars
1951,WRITING (Motion Picture Story),Mystery Street,False,Oscars
1951,WRITING (Motion Picture Story),Panic in the Streets,True,Oscars
1951,WRITING (Motion Picture Story),When Willie Comes Marching Home,False,Oscars
1951,WRITING (Screenplay),All about Eve,True,Oscars
1951,WRITING (Screenplay),The Asphalt Jungle,False,Oscars
1951,WRITING (Screenplay),Born Yesterday,False,Oscars
1951,WRITING (Screenplay),Broken Arrow,False,Oscars
1951,WRITING (Screenplay),Father of the Bride,False,Oscars
1951,WRITING (Story and Screenplay),Adam's Rib,False,Oscars
1951,WRITING (Story and Screenplay),Caged,False,Oscars
1951,WRITING (Story and Screenplay),The Men,False,Oscars
1951,WRITING (Story and Screenplay),No Way Out,False,Oscars
1951,WRITING (Story and Screenplay),Sunset Blvd.,True,Oscars
1951,HONORARY FOREIGN LANGUAGE FILM AWARD,The Walls of Malapaga,True,Oscars
1951,HONORARY AWARD,,True,Oscars
1951,HONORARY AWARD,,True,Oscars
1951,IRVING G. THALBERG MEMORIAL AWARD,,True,Oscars
1952,ACTOR,The African Queen,True,Oscars
1952,ACTOR,A Streetcar Named Desire,False,Oscars
1952,ACTOR,A Place in the Sun,False,Oscars
1952,ACTOR,Bright Victory,False,Oscars
1952,ACTOR,Death of a Salesman,False,Oscars
1952,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False,Oscars
1952,ACTOR IN A SUPPORTING ROLE,Death of a Salesman,False,Oscars
1952,ACTOR IN A SUPPORTING ROLE,A Streetcar Named Desire,True,Oscars
1952,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False,Oscars
1952,ACTOR IN A SUPPORTING ROLE,Come Fill the Cup,False,Oscars
1952,ACTRESS,The African Queen,False,Oscars
1952,ACTRESS,A Streetcar Named Desire,True,Oscars
1952,ACTRESS,Detective Story,False,Oscars
1952,ACTRESS,A Place in the Sun,False,Oscars
1952,ACTRESS,The Blue Veil,False,Oscars
1952,ACTRESS IN A SUPPORTING ROLE,The Blue Veil,False,Oscars
1952,ACTRESS IN A SUPPORTING ROLE,Death of a Salesman,False,Oscars
1952,ACTRESS IN A SUPPORTING ROLE,Detective Story,False,Oscars
1952,ACTRESS IN A SUPPORTING ROLE,A Streetcar Named Desire,True,Oscars
1952,ACTRESS IN A SUPPORTING ROLE,The Mating Season,False,Oscars
1952,ART DIRECTION (Black-and-White),Fourteen Hours,False,Oscars
1952,ART DIRECTION (Black-and-White),House on Telegraph Hill,False,Oscars
1952,ART DIRECTION (Black-and-White),La Ronde,False,Oscars
1952,ART DIRECTION (Black-and-White),A Streetcar Named Desire,True,Oscars
1952,ART DIRECTION (Black-and-White),Too Young to Kiss,False,Oscars
1952,ART DIRECTION (Color),An American in Paris,True,Oscars
1952,ART DIRECTION (Color),David and Bathsheba,False,Oscars
1952,ART DIRECTION (Color),On the Riviera,False,Oscars
1952,ART DIRECTION (Color),Quo Vadis,False,Oscars
1952,ART DIRECTION (Color),Tales of Hoffmann,False,Oscars
1952,CINEMATOGRAPHY (Black-and-White),Death of a Salesman,False,Oscars
1952,CINEMATOGRAPHY (Black-and-White),The Frogmen,False,Oscars
1952,CINEMATOGRAPHY (Black-and-White),A Place in the Sun,True,Oscars
