year,category,winner,nominee
1994,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,"Commish, The"
1994,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The"
1994,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Seinfeld
1994,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,NYPD Blue
1994,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1994,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Barbarians at the Gate
1994,Cecil B. deMille Award,False,Robert Redford
1995,Best Motion Picture - Drama,True,Forrest Gump
1995,Best Motion Picture - Drama,False,Legends of the Fall
1995,Best Motion Picture - Drama,False,Nell
1995,Best Motion Picture - Drama,False,Pulp Fiction
1995,Best Motion Picture - Drama,False,Quiz Show
1995,Best Motion Picture - Musical or Comedy,True,The Lion King
1995,Best Motion Picture - Musical or Comedy,False,"Adventures of Priscilla, Queen of the Desert, The"
1995,Best Motion Picture - Musical or Comedy,False,Ed Wood
1995,Best Motion Picture - Musical or Comedy,False,Four Weddings and a Funeral
1995,Best Motion Picture - Musical or Comedy,False,Ready to Wear
1995,Best Performance by an Actress in a Motion Picture - Drama,True,Blue Sky
1995,Best Performance by an Actress in a Motion Picture - Drama,False,"River Wild, The"
1995,Best Performance by an Actress in a Motion Picture - Drama,False,Nell
1995,Best Performance by an Actress in a Motion Picture - Drama,False,Mrs. Parker and The Vicious Circle
1995,Best Performance by an Actress in a Motion Picture - Drama,False,Tom & Viv
1995,Best Performance by an Actor in a Motion Picture - Drama,True,Forrest Gump
1995,Best Performance by an Actor in a Motion Picture - Drama,False,"Shawshank Redemption, The"
1995,Best Performance by an Actor in a Motion Picture - Drama,False,Nobody's Fool
1995,Best Performance by an Actor in a Motion Picture - Drama,False,Legends of the Fall
1995,Best Performance by an Actor in a Motion Picture - Drama,False,Pulp Fiction
1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,True Lies
1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Speechless
1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Four Weddings and a Funeral
1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Guarding Tess
1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Junior
1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Four Weddings and a Funeral
1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Adventures of Priscilla, Queen of the Desert, The"
1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Mask, The"
1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Ed Wood
1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Junior
1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Bullets Over Broadway
1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Interview with the Vampire (The Vampire Chronicles)
1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Ready to Wear
1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Pulp Fiction
1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Forrest Gump
1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Ed Wood
1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"River Wild, The"
1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Pulp Fiction
1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Forrest Gump
1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Quiz Show
1995,Best Director - Motion Picture,True,Forrest Gump
1995,Best Director - Motion Picture,False,Legends of the Fall
1995,Best Director - Motion Picture,False,Quiz Show
1995,Best Director - Motion Picture,False,Natural Born Killers
1995,Best Director - Motion Picture,False,Pulp Fiction
1995,Best Screenplay - Motion Picture,True,Pulp Fiction
1995,Best Screenplay - Motion Picture,False,"Shawshank Redemption, The"
1995,Best Screenplay - Motion Picture,False,Forrest Gump
1995,Best Screenplay - Motion Picture,False,Four Weddings and a Funeral
1995,Best Screenplay - Motion Picture,False,Quiz Show
1995,Best Motion Picture - Foreign Language,True,"Belgium, Gérard Corbiau"
1995,Best Motion Picture - Foreign Language,False,"Taiwan, Ang Lee"
1995,Best Motion Picture - Foreign Language,False,"France, Patrice Chéreau"
1995,Best Motion Picture - Foreign Language,False,"Switzerland, Krzysztof Kieslowski"
1995,Best Motion Picture - Foreign Language,False,"Hong Kong, Zhang Yimou"
1995,Best Original Score - Motion Picture,True,The Lion King
1995,Best Original Score - Motion Picture,False,Forrest Gump
1995,Best Original Score - Motion Picture,False,Interview with the Vampire (The Vampire Chronicles)
1995,Best Original Score - Motion Picture,False,Legends of the Fall
1995,Best Original Score - Motion Picture,False,Nell
1995,Best Original Song - Motion Picture,True,The Lion King
1995,Best Original Song - Motion Picture,False,The Swan Princess
1995,Best Original Song - Motion Picture,False,With Honors
1995,Best Original Song - Motion Picture,False,Junior
1995,Best Original Song - Motion Picture,False,The Lion King
1995,Best Original Song - Motion Picture,False,Color of Night
1995,Best Television Series - Drama,True,"X-Files, The"
1995,Best Television Series - Drama,False,Chicago Hope
1995,Best Television Series - Drama,False,ER
1995,Best Television Series - Drama,False,NYPD Blue
1995,Best Television Series - Drama,False,Picket Fences
1995,Best Television Series - Musical or Comedy,True,Mad About You
1995,Best Television Series - Musical or Comedy,False,Seinfeld
1995,Best Television Series - Musical or Comedy,False,Frasier
1995,Best Television Series - Musical or Comedy,False,Grace Under Fire
1995,Best Television Series - Musical or Comedy,False,Home Improvement
1995,Best Television Limited Series or Motion Picture Made for Television,True,The Burning Season
1995,Best Television Limited Series or Motion Picture Made for Television,False,Fatherland
1995,Best Television Limited Series or Motion Picture Made for Television,False,The Return of the Native
1995,Best Television Limited Series or Motion Picture Made for Television,False,Roswell
1995,Best Television Limited Series or Motion Picture Made for Television,False,White Mile
1995,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,Breathing Lessons
1995,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,David's Mother
1995,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Lakota Woman: Siege at Wounded Knee
1995,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Amelia Earhart: The Final Flight
1995,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Out of Darkness
1995,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,The Burning Season
1995,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,White Mile
1995,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Breathing Lessons
1995,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Fatherland
1995,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Against The Wall
1995,Best Performance by an Actress In A Television Series - Drama,True,My So-Called Life
1995,Best Performance by an Actress In A Television Series - Drama,False,Melrose Place
1995,Best Performance by an Actress In A Television Series - Drama,False,"Dr. Quinn, Medicine Woman"
1995,Best Performance by an Actress In A Television Series - Drama,False,Picket Fences
1995,Best Performance by an Actress In A Television Series - Drama,False,"Murder, She Wrote"
1995,Best Performance by an Actor In A Television Series - Drama,True,NYPD Blue
1995,Best Performance by an Actor In A Television Series - Drama,False,Chicago Hope
1995,Best Performance by an Actor In A Television Series - Drama,False,"Beverly Hills, 90210"
1995,Best Performance by an Actor In A Television Series - Drama,False,Picket Fences
1995,Best Performance by an Actor In A Television Series - Drama,False,Law & Order
1995,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Mad About You
1995,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Murphy Brown
1995,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Grace Under Fire
1995,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Ellen
1995,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Home Improvement
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Home Improvement
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Seinfeld
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,False,"Larry Sanders Show, The"
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Frasier
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Coach
1995,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Mad About You
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Fatherland
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Melrose Place
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Seinfeld
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Roseanne
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Picket Fences
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,"John Larroquette Show, The"
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,The Burning Season
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Christy
1995,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1995,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,The Burning Season
1995,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Seinfeld
1995,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Picket Fences
1995,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1995,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Heart of Darkness
1995,Cecil B. deMille Award,False,Sophia Loren
1996,Best Motion Picture - Drama,True,Sense and Sensibility
1996,Best Motion Picture - Drama,False,Braveheart
1996,Best Motion Picture - Drama,False,"Bridges of Madison County, The"
1996,Best Motion Picture - Drama,False,Leaving Las Vegas
1996,Best Motion Picture - Drama,False,Apollo 13
1996,Best Motion Picture - Musical or Comedy,True,Babe
1996,Best Motion Picture - Musical or Comedy,False,"American President, The"
1996,Best Motion Picture - Musical or Comedy,False,Get Shorty
1996,Best Motion Picture - Musical or Comedy,False,Sabrina (1995)
1996,Best Motion Picture - Musical or Comedy,False,Toy Story
1996,Best Performance by an Actress in a Motion Picture - Drama,True,Casino
1996,Best Performance by an Actress in a Motion Picture - Drama,False,Dead Man Walking
1996,Best Performance by an Actress in a Motion Picture - Drama,False,Leaving Las Vegas
1996,Best Performance by an Actress in a Motion Picture - Drama,False,"Bridges of Madison County, The"
1996,Best Performance by an Actress in a Motion Picture - Drama,False,Sense and Sensibility
1996,Best Performance by an Actor in a Motion Picture - Drama,True,Leaving Las Vegas
1996,Best Performance by an Actor in a Motion Picture - Drama,False,Mr. Holland's Opus
1996,Best Performance by an Actor in a Motion Picture - Drama,False,Nixon
1996,Best Performance by an Actor in a Motion Picture - Drama,False,Richard III
1996,Best Performance by an Actor in a Motion Picture - Drama,False,Dead Man Walking
1996,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,To Die For
1996,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,"American President, The"
1996,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,While You Were Sleeping
1996,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Muriel's Wedding
1996,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,"Month by the Lake, A"
1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Get Shorty
1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"To Wong Foo, Thanks For Everything! Julie Newmar"
1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"American President, The"
1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Sabrina (1995)
1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Father of the Bride Part II
1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Mighty Aphrodite
1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Crossing Guard, The"
1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Apollo 13
1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Something To Talk About
1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Sense and Sensibility
1996,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Twelve Monkeys
1996,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Apollo 13
1996,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"To Wong Foo, Thanks For Everything! Julie Newmar"
1996,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Rob Roy
1996,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Usual Suspects, The"
1996,Best Director - Motion Picture,True,Braveheart
1996,Best Director - Motion Picture,False,Leaving Las Vegas
1996,Best Director - Motion Picture,False,Apollo 13
1996,Best Director - Motion Picture,False,Sense and Sensibility
1996,Best Director - Motion Picture,False,"American President, The"
1996,Best Director - Motion Picture,False,Casino
1996,Best Screenplay - Motion Picture,True,Sense and Sensibility
1996,Best Screenplay - Motion Picture,False,Get Shorty
1996,Best Screenplay - Motion Picture,False,Mr. Holland's Opus
1996,Best Screenplay - Motion Picture,False,Braveheart
1996,Best Screenplay - Motion Picture,False,Dead Man Walking
1996,Best Screenplay - Motion Picture,False,"American President, The"
1996,Best Motion Picture - Foreign Language,True,"France, Claude Lelouch"
1996,Best Motion Picture - Foreign Language,False,"Italy, Giacomo Campiotti"
1996,Best Motion Picture - Foreign Language,False,"China, Zhang Yimou"
1996,Best Motion Picture - Foreign Language,False,"Germany, Joseph Vilsmaier"
1996,Best Motion Picture - Foreign Language,False,"France, Josiane Balasko"
1996,Best Original Score - Motion Picture,True,A Walk in the Clouds
1996,Best Original Score - Motion Picture,False,Pocahontas
1996,Best Original Score - Motion Picture,False,Sense and Sensibility
1996,Best Original Score - Motion Picture,False,Braveheart
1996,Best Original Score - Motion Picture,False,Don Juan DeMarco
1996,Best Original Song - Motion Picture,True,Pocahontas
1996,Best Original Song - Motion Picture,False,Don Juan DeMarco
1996,Best Original Song - Motion Picture,False,Batman Forever
1996,Best Original Song - Motion Picture,False,Sabrina (1995)
1996,Best Original Song - Motion Picture,False,Toy Story
1996,Best Television Series - Drama,True,Party of Five
1996,Best Television Series - Drama,False,NYPD Blue
1996,Best Television Series - Drama,False,Chicago Hope
1996,Best Television Series - Drama,False,ER
1996,Best Television Series - Drama,False,Murder One
1996,Best Television Series - Musical or Comedy,True,Cybill
1996,Best Television Series - Musical or Comedy,False,Frasier
1996,Best Television Series - Musical or Comedy,False,Friends
1996,Best Television Series - Musical or Comedy,False,Mad About You
1996,Best Television Series - Musical or Comedy,False,Seinfeld
1996,Best Television Limited Series or Motion Picture Made for Television,True,Indictment: The McMartin Trial
1996,Best Television Limited Series or Motion Picture Made for Television,False,Citizen X
1996,Best Television Limited Series or Motion Picture Made for Television,False,The Heidi Chronicles
1996,Best Television Limited Series or Motion Picture Made for Television,False,Serving in Silence: The Margarethe Cammermeyer Story
1996,Best Television Limited Series or Motion Picture Made for Television,False,Truman
1996,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,A Streetcar Named Desire (1995)
1996,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Serving in Silence: The Margarethe Cammermeyer Story
1996,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,The Heidi Chronicles
1996,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,"Woman of Independent Means, A"
1996,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,"Mother's Prayer, A"
1996,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Truman
1996,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,A Streetcar Named Desire (1995)
1996,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,"Piano Lesson, The"
1996,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,"Tuskegee Airmen, The"
1996,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Indictment: The McMartin Trial
1996,Best Performance by an Actress In A Television Series - Drama,True,"Dr. Quinn, Medicine Woman"
1996,Best Performance by an Actress In A Television Series - Drama,False,Melrose Place
1996,Best Performance by an Actress In A Television Series - Drama,False,ER
1996,Best Performance by an Actress In A Television Series - Drama,False,"X-Files, The"
1996,Best Performance by an Actress In A Television Series - Drama,False,Picket Fences
1996,Best Performance by an Actor In A Television Series - Drama,True,NYPD Blue
1996,Best Performance by an Actor In A Television Series - Drama,False,Murder One
1996,Best Performance by an Actor In A Television Series - Drama,False,ER
1996,Best Performance by an Actor In A Television Series - Drama,False,"X-Files, The"
1996,Best Performance by an Actor In A Television Series - Drama,False,ER
1996,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Cybill
1996,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Murphy Brown
1996,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Ellen
1996,Best Performance by an Actress in a Television Series - Musical or Comedy,False,"Nanny, The"
1996,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Mad About You
1996,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Frasier
1996,Best Performance by an Actor in a Television Series - Musical or Comedy,False,"Larry Sanders Show, The"
1996,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Home Improvement
1996,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Mad About You
1996,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Seinfeld
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Indictment: The McMartin Trial
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,ER
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Cybill
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Serving in Silence: The Margarethe Cammermeyer Story
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Buffalo Girls
1996,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Friends
1996,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Citizen X
1996,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Buffalo Girls
1996,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,The Heidi Chronicles
1996,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1996,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Indictment: The McMartin Trial
1996,Cecil B. deMille Award,False,Sean Connery
1997,Best Motion Picture - Drama,True,The English Patient
1997,Best Motion Picture - Drama,False,"People vs. Larry Flynt, The"
1997,Best Motion Picture - Drama,False,Secrets & Lies
1997,Best Motion Picture - Drama,False,Shine
1997,Best Motion Picture - Drama,False,Breaking the Waves
1997,Best Motion Picture - Musical or Comedy,True,Evita
1997,Best Motion Picture - Musical or Comedy,False,"Birdcage, The"
1997,Best Motion Picture - Musical or Comedy,False,Everyone Says I Love You
1997,Best Motion Picture - Musical or Comedy,False,Fargo
1997,Best Motion Picture - Musical or Comedy,False,Jerry Maguire
1997,Best Performance by an Actress in a Motion Picture - Drama,True,Secrets & Lies
1997,Best Performance by an Actress in a Motion Picture - Drama,False,"People vs. Larry Flynt, The"
1997,Best Performance by an Actress in a Motion Picture - Drama,False,The English Patient
1997,Best Performance by an Actress in a Motion Picture - Drama,False,Marvin's Room
1997,Best Performance by an Actress in a Motion Picture - Drama,False,Breaking the Waves
1997,Best Performance by an Actor in a Motion Picture - Drama,True,Shine
1997,Best Performance by an Actor in a Motion Picture - Drama,False,The English Patient
1997,Best Performance by an Actor in a Motion Picture - Drama,False,Ransom
1997,Best Performance by an Actor in a Motion Picture - Drama,False,"People vs. Larry Flynt, The"
1997,Best Performance by an Actor in a Motion Picture - Drama,False,Michael Collins
1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,Evita
1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,101 Dalmatians
1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Fargo
1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Mother
1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,The Mirror Has Two Faces
1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Jerry Maguire
1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Evita
1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Tin Cup
1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Birdcage, The"
1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Nutty Professor, The"
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,The Mirror Has Two Faces
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,The English Patient
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Portrait of a Lady, The"
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Secrets & Lies
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Evening Star, The"
1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Crucible, The"
1997,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Primal Fear
1997,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Jerry Maguire
1997,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Time to Kill, A"
1997,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Crucible, The"
1997,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Ghosts of Mississippi
1997,Best Director - Motion Picture,True,"People vs. Larry Flynt, The"
1997,Best Director - Motion Picture,False,Fargo
1997,Best Director - Motion Picture,False,Shine
1997,Best Director - Motion Picture,False,The English Patient
1997,Best Director - Motion Picture,False,Evita
1997,Best Screenplay - Motion Picture,True,"People vs. Larry Flynt, The"
1997,Best Screenplay - Motion Picture,False,The English Patient
1997,Best Screenplay - Motion Picture,False,Fargo
1997,Best Screenplay - Motion Picture,False,Lone Star
1997,Best Screenplay - Motion Picture,False,Shine
1997,Best Motion Picture - Foreign Language,True,"Czech Republic, Jan Sverák"
1997,Best Motion Picture - Foreign Language,False,"Belgium, Jaco Van Dormael"
1997,Best Motion Picture - Foreign Language,False,"Italy, Maurizio Nichetti"
1997,Best Motion Picture - Foreign Language,False,"Russia, Sergei Bodrov"
1997,Best Motion Picture - Foreign Language,False,"France, Patrice Leconte"
1997,Best Original Score - Motion Picture,True,The English Patient
1997,Best Original Score - Motion Picture,False,Shine
1997,Best Original Score - Motion Picture,False,The Hunchback of Notre Dame
1997,Best Original Score - Motion Picture,False,Michael Collins
1997,Best Original Score - Motion Picture,False,The Mirror Has Two Faces
1997,Best Original Song - Motion Picture,True,Evita
1997,Best Original Song - Motion Picture,False,That Thing You Do!
1997,Best Original Song - Motion Picture,False,Up Close & Personal
1997,Best Original Song - Motion Picture,False,One Fine Day
1997,Best Original Song - Motion Picture,False,The Mirror Has Two Faces
1997,Best Television Series - Drama,True,"X-Files, The"
1997,Best Television Series - Drama,False,Chicago Hope
1997,Best Television Series - Drama,False,ER
1997,Best Television Series - Drama,False,NYPD Blue
1997,Best Television Series - Drama,False,Party of Five
1997,Best Television Series - Musical or Comedy,True,3rd Rock From The Sun
1997,Best Television Series - Musical or Comedy,False,Seinfeld
1997,Best Television Series - Musical or Comedy,False,Frasier
1997,Best Television Series - Musical or Comedy,False,Friends
1997,Best Television Series - Musical or Comedy,False,"Larry Sanders Show, The"
1997,Best Television Series - Musical or Comedy,False,Mad About You
1997,Best Television Limited Series or Motion Picture Made for Television,True,Rasputin
1997,Best Television Limited Series or Motion Picture Made for Television,False,Crime of the Century
1997,Best Television Limited Series or Motion Picture Made for Television,False,Gotti
1997,Best Television Limited Series or Motion Picture Made for Television,False,Hidden in America
1997,Best Television Limited Series or Motion Picture Made for Television,False,If These Walls Could Talk
1997,Best Television Limited Series or Motion Picture Made for Television,False,Losing Chase
1997,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,Losing Chase
1997,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Norma Jean and Marilyn
1997,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,If These Walls Could Talk
1997,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Crime of the Century
1997,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Norma Jean and Marilyn
1997,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Rasputin
1997,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Losing Chase
1997,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Crime of the Century
1997,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,"Summer of Ben Tyler, The"
1997,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Gotti
1997,Best Performance by an Actress In A Television Series - Drama,True,"X-Files, The"
1997,Best Performance by an Actress In A Television Series - Drama,False,Chicago Hope
1997,Best Performance by an Actress In A Television Series - Drama,False,Melrose Place
1997,Best Performance by an Actress In A Television Series - Drama,False,"Dr. Quinn, Medicine Woman"
1997,Best Performance by an Actress In A Television Series - Drama,False,ER
1997,Best Performance by an Actor In A Television Series - Drama,True,"X-Files, The"
1997,Best Performance by an Actor In A Television Series - Drama,False,ER
1997,Best Performance by an Actor In A Television Series - Drama,False,ER
1997,Best Performance by an Actor In A Television Series - Drama,False,Millennium
1997,Best Performance by an Actor In A Television Series - Drama,False,NYPD Blue
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Mad About You
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Grace Under Fire
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,False,"Nanny, The"
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Cybill
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Suddenly Susan
1997,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Tracey Takes On
1997,Best Performance by an Actor in a Television Series - Musical or Comedy,True,3rd Rock From The Sun
1997,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Home Improvement
1997,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Spin City
1997,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Frasier
1997,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Mad About You
1997,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,"Late Shift, The"
1997,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Cybill
1997,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,If These Walls Could Talk
1997,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,3rd Rock From The Sun
1997,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Rasputin
1997,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Rasputin
